uye185;24;E;H;H
uye186;25;E;H;H
uye187;29;E;E;H
uye188;34;H;H;E
uye189;49;E;H;E
uye190;91;E;H;H
uye191;30;E;H;H
uye192;70;E;H;E
uye193;62;H;H;H
uye194;61;E;E;E
uye195;52;E;H;E
uye196;34;E;E;H
uye197;67;E;E;E
uye198;93;E;E;E
uye199;26;E;E;H
uye200;82;H;H;E
uye201;40;E;H;E
uye202;19;E;E;E
uye203;53;E;E;E
uye204;72;H;E;H
uye205;90;E;E;E
uye206;56;H;H;E
uye207;73;E;E;H
uye208;20;E;E;E
uye209;68;H;H;E
uye210;68;E;E;E
uye211;15;E;H;H
uye212;83;H;E;H
uye213;83;H;H;E
uye214;64;E;E;E
uye215;84;E;E;E
uye216;79;H;H;E
uye217;93;H;E;H
uye218;52;H;H;E
uye219;54;E;H;H
uye220;33;E;E;H
uye221;86;E;E;E
uye222;67;H;E;H
uye223;38;H;H;H
uye224;54;E;H;E
uye225;11;H;H;H
uye226;70;H;H;E
uye227;40;H;H;H
uye228;86;E;E;E
uye229;75;H;H;H
uye230;87;H;H;H
uye231;78;E;H;E
uye232;32;H;H;E
uye233;94;E;H;E
uye234;89;H;H;H
uye235;91;H;E;E
uye236;30;E;E;E
uye237;79;H;E;H
uye238;60;H;E;E
uye239;27;H;E;H
uye240;80;E;E;H
uye241;86;E;E;E
uye242;55;E;H;H
uye243;84;E;H;E
uye244;81;H;H;H
uye245;61;E;H;E
uye246;82;E;H;E
uye247;73;E;H;E
uye248;22;H;E;H
uye249;72;E;E;E
uye250;55;E;H;E
uye251;58;H;E;H
uye252;75;H;H;E
uye253;64;E;E;E
uye254;54;E;E;H
uye255;18;H;H;E
uye256;8;E;H;H
uye257;51;E;H;E
uye258;73;E;H;E
uye259;92;E;H;H
uye260;55;H;E;H
uye261;41;H;H;H
uye262;70;E;H;H
uye263;67;E;H;H
uye264;78;E;E;H
uye265;25;E;H;E
uye266;94;H;H;H
uye267;18;H;H;H
uye268;40;H;H;E
uye269;71;H;H;H
uye270;65;H;H;E
uye271;34;E;H;H
uye272;42;H;E;E
uye273;15;H;E;H
uye274;67;E;H;E
uye275;29;H;H;H
uye276;90;E;E;H
uye277;11;H;E;E
uye278;75;E;H;E
uye279;76;E;E;H
uye280;9;H;H;E
uye281;93;E;E;H
uye282;45;E;E;H
uye283;27;E;H;E
uye284;13;E;H;H
uye285;84;H;E;H
uye286;93;E;E;H
uye287;90;H;E;H
uye288;29;H;E;H
uye289;87;H;E;E
uye290;94;E;E;E
uye291;26;H;E;H
uye292;69;H;E;E
uye293;15;E;H;H
uye294;65;E;H;E
uye295;78;E;H;H
uye296;42;E;H;H
uye297;90;E;E;E
uye298;85;H;H;E
uye299;33;H;E;E
uye300;90;H;H;E
uye301;33;H;H;E
uye302;86;E;H;H
uye303;14;E;H;E
uye304;26;H;E;H
uye305;62;E;H;E
uye306;48;H;H;H
uye307;73;H;E;E
uye308;28;H;E;E
uye309;90;E;H;E
uye310;39;H;E;E
uye311;72;E;E;E
uye312;55;E;E;E
uye313;69;H;E;H
uye314;47;E;E;E
uye315;9;E;E;E
uye316;65;E;E;H
uye317;89;H;E;E
uye318;8;H;H;H
uye319;71;E;H;E
uye320;30;H;E;H
uye321;44;E;H;H
uye322;46;H;H;E
uye323;63;E;E;H
uye324;9;H;E;H
uye325;70;E;H;H
uye326;77;E;E;H
uye327;90;H;H;E
uye328;92;E;E;E
uye329;8;H;E;H
uye330;18;H;H;E
uye331;51;E;H;E
uye332;57;E;H;H
uye333;60;H;E;H
uye334;71;H;H;H
uye335;91;E;H;E
uye336;24;E;H;E
uye337;39;H;H;H
uye338;34;H;E;H
uye339;42;E;E;H
uye340;93;E;E;E
uye341;35;E;H;H
uye342;8;H;H;E
uye343;75;E;E;E
uye344;20;H;E;E
uye345;85;E;H;E
uye346;59;E;H;H
uye347;66;E;E;E
uye348;30;H;E;H
uye349;61;H;E;H
uye350;87;E;E;H
uye351;66;E;E;H
uye352;61;H;H;H
uye353;25;E;E;H
uye354;65;H;E;E
uye355;29;H;E;E
uye356;53;H;E;E
uye357;40;H;E;H
uye358;58;E;E;E
uye359;56;E;E;H
uye360;48;H;H;H
uye361;25;E;H;H
uye362;58;E;E;H
uye363;77;H;H;E
uye364;68;H;E;E
uye365;62;H;E;H
uye366;39;H;H;H
uye367;37;H;H;H
uye368;49;H;E;E
uye369;22;E;H;H
uye370;66;E;H;H
uye371;37;H;H;H
uye372;22;H;H;H
uye373;55;H;E;H
uye374;69;E;H;E
uye375;63;E;E;H
uye376;42;H;E;E
uye377;72;E;H;E
uye378;91;E;H;E
uye379;33;H;H;H
uye380;95;H;H;H
uye381;81;H;H;H
uye382;57;H;E;E
uye383;18;H;E;H
uye384;68;H;H;H
uye385;48;E;H;H
uye386;18;E;H;H
uye387;78;E;H;H
uye388;67;E;E;E
uye389;28;H;E;E
uye390;79;H;E;E
uye391;53;H;E;H
uye392;43;E;H;E
uye393;70;E;H;E
uye394;70;H;E;E
uye395;19;E;H;E
uye396;56;H;H;H
uye397;64;H;H;E
uye398;35;H;H;H
uye399;12;E;H;E
uye400;16;E;H;H
uye401;21;E;H;E
uye402;70;E;E;H
uye403;15;E;H;E
uye404;59;E;H;H
uye405;36;E;H;H
uye406;85;E;H;H
uye407;45;E;H;E
uye408;65;H;H;H
uye409;35;H;H;E
uye410;33;H;E;E
uye411;29;H;H;H
uye412;61;E;E;E
uye413;66;E;H;E
uye414;47;E;H;E
uye415;40;H;E;H
uye416;77;H;H;E
uye417;70;E;H;E
uye418;83;E;H;E
uye419;8;E;H;E
uye420;37;H;H;E
uye421;69;H;E;E
uye422;46;H;E;E
uye423;57;H;H;E
uye424;56;E;E;H
uye425;86;H;E;E
uye426;36;H;H;E
uye427;11;H;E;E
uye428;52;E;E;E
uye429;8;E;H;H
uye430;72;H;H;E
uye431;68;H;E;E
uye432;41;H;H;H
uye433;71;H;H;E
uye434;48;H;H;E
uye435;21;H;H;H
uye436;74;E;E;H
uye437;52;H;H;H
uye438;50;E;E;E
uye439;25;H;E;E
uye440;43;E;H;H
uye441;76;H;E;E
uye442;18;E;E;E
uye443;13;H;E;H
uye444;12;E;E;H
uye445;24;H;H;H
uye446;85;E;E;E
uye447;41;E;H;H
uye448;52;H;H;H
uye449;93;H;E;H
uye450;9;E;E;H
uye451;67;E;E;H
uye452;16;E;H;E
uye453;78;H;H;E
uye454;56;E;E;H
uye455;15;H;E;H
uye456;94;E;H;E
uye457;32;H;H;H
uye458;84;H;E;H
uye459;39;E;H;H
uye460;38;H;H;H
uye461;93;H;E;H
uye462;37;H;E;H
uye463;61;H;H;E
uye464;85;H;H;H
uye465;74;H;E;E
uye466;43;H;E;H
uye467;61;H;H;E
uye468;17;H;E;H
uye469;53;E;E;H
uye470;40;E;H;H
uye471;66;H;E;E
uye472;29;E;H;E
uye473;52;E;E;H
uye474;87;H;E;H
uye475;61;E;E;E
uye476;14;E;H;H
uye477;84;E;H;E
uye478;49;E;H;E
uye479;53;E;E;E
uye480;86;E;E;H
uye481;14;E;E;H
uye482;56;H;H;H
uye483;14;E;H;E
uye484;30;H;E;E
uye485;51;E;E;E
uye486;30;E;E;H
uye487;37;H;H;H
uye488;71;H;E;H
uye489;82;E;H;E
uye490;41;H;E;H
uye491;16;E;E;E
uye492;68;E;E;E
uye493;43;H;E;E
uye494;73;H;E;H
uye495;71;E;H;H
uye496;11;E;E;H
uye497;69;H;E;H
uye498;93;E;H;E
uye499;33;H;E;H
uye500;57;H;H;E
uye501;82;H;H;H
uye502;77;H;H;E
uye503;60;E;H;H
uye504;47;E;E;H
uye505;74;E;H;E
uye506;50;E;E;H
uye507;23;E;H;H
uye508;51;E;H;E
uye509;64;H;E;E
uye510;47;E;E;E
uye511;52;E;E;H
uye512;31;E;H;E
uye513;15;H;E;H
uye514;62;E;H;E
uye515;54;E;E;H
uye516;48;E;H;H
uye517;20;H;E;H
uye518;52;E;E;H
uye519;22;E;H;E
uye520;53;E;E;H
uye521;15;H;H;E
uye522;16;H;H;H
uye523;36;E;E;H
uye524;37;E;E;E
uye525;38;E;H;E
uye526;58;E;H;H
uye527;93;E;H;E
uye528;76;H;E;E
uye529;16;H;H;H
uye530;61;E;H;H
uye531;76;H;H;E
uye532;31;H;E;H
uye533;67;E;H;H
uye534;57;H;E;H
uye535;52;E;E;H
uye536;67;H;H;E
uye537;88;E;H;H
uye538;32;H;H;E
uye539;28;H;H;E
uye540;37;E;H;H
uye541;94;E;H;E
uye542;90;E;H;E
uye543;38;E;E;H
uye544;58;H;E;E
uye545;19;E;E;H
uye546;44;E;E;E
uye547;25;E;E;H
uye548;52;E;E;H
uye549;65;H;E;E
uye550;12;H;H;E
uye551;31;E;E;E
uye552;49;E;H;E
uye553;79;E;H;E
uye554;74;H;H;E
uye555;55;E;H;E
uye556;69;H;E;H
uye557;46;H;H;E
uye558;35;H;E;E
uye559;11;E;E;H
uye560;22;E;E;E
uye561;80;E;E;H
uye562;83;E;E;E
uye563;72;H;H;H
uye564;65;E;E;E
uye565;51;E;E;E
uye566;77;H;H;H
uye567;88;H;H;E
uye568;43;E;H;H
uye569;87;E;E;E
uye570;24;E;E;H
uye571;19;E;H;E
uye572;22;H;H;E
uye573;54;H;E;H
uye574;75;E;E;E
uye575;57;H;H;H
uye576;71;E;H;E
uye577;16;E;E;E
uye578;8;H;H;E
uye579;8;E;H;H
uye580;41;H;E;H
uye581;86;H;E;E
uye582;44;H;H;H
uye583;75;H;H;E
uye584;74;H;H;H
uye585;34;E;H;H
uye586;79;E;H;E
uye587;81;H;E;H
uye588;94;H;E;E
uye589;28;E;H;E
uye590;90;E;H;H
uye591;30;E;E;E
uye592;12;H;H;E
uye593;93;H;H;H
uye594;15;E;H;E
uye595;47;H;E;E
uye596;51;E;E;E
uye597;75;E;E;H
uye598;46;E;E;E
uye599;33;H;H;E
uye600;14;E;H;E
uye601;84;E;E;H
uye602;64;E;H;E
uye603;47;E;H;H
uye604;43;H;H;E
uye605;13;H;H;E
uye606;76;E;E;E
uye607;24;E;H;E
uye608;24;E;E;E
uye609;88;E;H;H
uye610;47;H;H;H
uye611;60;E;H;H
uye612;76;H;E;H
uye613;48;H;H;E
uye614;38;H;E;E
uye615;12;H;E;E
uye616;57;H;E;E
uye617;13;E;H;E
uye618;27;E;E;H
uye619;36;E;E;E
uye620;42;H;E;E
uye621;62;E;H;H
uye622;84;H;E;H
uye623;43;E;H;E
uye624;77;H;E;E
uye625;44;H;H;H
uye626;46;E;H;E
uye627;34;H;E;H
uye628;94;E;H;E
uye629;93;E;H;H
uye630;65;E;E;E
uye631;42;H;H;H
uye632;44;E;H;E
uye633;9;E;E;E
uye634;94;E;E;E
uye635;80;H;E;E
uye636;16;E;H;E
uye637;51;E;E;H
uye638;43;E;H;E
uye639;28;H;H;E
uye640;92;E;E;H
uye641;13;E;H;H
uye642;10;E;H;H
uye643;47;H;E;E
uye644;79;H;H;E
uye645;93;H;E;H
uye646;37;E;H;H
uye647;53;E;H;E
uye648;33;H;H;H
uye649;51;E;E;E
uye650;67;H;E;H
uye651;23;H;H;E
uye652;38;H;H;H
uye653;47;E;H;E
uye654;13;H;H;E
uye655;74;E;H;E
uye656;83;H;H;E
uye657;71;H;H;E
uye658;90;E;E;H
uye659;68;E;H;H
uye660;92;H;E;H
uye661;79;H;H;E
uye662;33;H;E;H
uye663;77;E;E;E
uye664;75;E;H;H
uye665;61;E;E;H
uye666;94;E;E;E
uye667;63;E;E;H
uye668;25;H;H;H
uye669;16;E;H;E
uye670;27;H;H;H
uye671;84;H;E;E
uye672;46;H;E;H
uye673;63;H;H;E
uye674;72;H;H;E
uye675;58;H;H;H
uye676;89;E;E;E
uye677;85;H;H;H
uye678;17;H;H;E
uye679;76;H;H;E
uye680;67;E;E;E
uye681;26;E;H;H
uye682;88;E;H;H
uye683;35;H;E;H
uye684;55;E;E;E
uye685;86;E;H;E
uye686;68;E;H;H
uye687;71;H;E;E
uye688;61;H;E;H
uye689;92;H;H;E
uye690;40;H;E;E
uye691;59;H;H;E
uye692;27;E;H;H
uye693;64;E;E;H
uye694;83;H;H;E
uye695;55;E;H;E
uye696;51;E;H;H
uye697;85;H;E;H
uye698;19;H;H;H
uye699;80;E;H;H
uye700;61;H;H;H
uye701;14;H;E;E
uye702;60;H;E;E
uye703;14;H;H;H
uye704;18;E;E;E
uye705;47;H;H;E
uye706;59;E;H;E
uye707;41;E;H;H
uye708;63;H;H;H
uye709;12;H;H;E
uye710;46;E;E;E
uye711;41;H;H;H
uye712;77;E;H;E
uye713;43;E;E;E
uye714;61;H;E;E
uye715;88;H;E;E
uye716;40;H;E;H
uye717;17;E;E;E
uye718;92;E;E;H
uye719;85;H;H;H
uye720;90;H;H;E
uye721;41;H;E;E
uye722;71;E;E;E
uye723;19;H;H;H
uye724;90;E;H;E
uye725;85;E;E;H
uye726;82;E;H;E
uye727;72;H;E;E
uye728;43;H;E;H
uye729;43;E;E;E
uye730;11;E;E;H
uye731;88;H;H;E
uye732;61;H;H;E
uye733;66;E;H;H
uye734;90;E;E;E
uye735;71;E;H;E
uye736;90;E;E;E
uye737;90;E;H;H
uye738;16;H;E;H
uye739;39;E;E;H
uye740;30;H;E;H
uye741;95;E;H;H
uye742;76;H;E;E
uye743;39;E;E;H
uye744;77;E;E;E
uye745;95;H;H;E
uye746;35;E;H;E
uye747;86;H;E;E
uye748;95;E;E;E
uye749;83;E;H;E
uye750;54;E;H;E
uye751;94;E;H;E
uye752;91;H;H;E
uye753;11;H;H;E
uye754;44;H;E;H
uye755;57;E;H;H
uye756;53;E;E;H
uye757;12;H;H;E
uye758;19;H;H;E
uye759;72;E;H;E
uye760;85;H;H;E
uye761;43;E;E;E
uye762;31;E;E;H
uye763;27;E;H;H
uye764;73;H;E;E
uye765;85;H;E;E
uye766;74;H;E;H
uye767;75;E;E;H
uye768;14;E;E;H
uye769;24;H;E;E
uye770;35;E;H;E
uye771;48;H;E;H
uye772;45;E;E;H
uye773;23;E;E;E
uye774;46;H;H;E
uye775;8;H;H;E
uye776;36;E;E;E
uye777;90;H;H;H
uye778;22;E;H;E
uye779;17;E;H;H
uye780;90;H;E;H
uye781;11;E;H;H
uye782;83;E;E;H
uye783;22;E;E;E
uye784;33;E;H;H
uye785;53;E;E;H
uye786;37;E;H;E
uye787;62;E;H;H
uye788;95;E;H;H
uye789;52;H;H;E
uye790;8;E;E;H
uye791;73;E;H;H
uye792;84;H;H;H
uye793;51;E;H;H
uye794;51;E;H;H
uye795;94;E;E;E
uye796;60;H;E;H
uye797;58;E;H;E
uye798;13;H;H;H
uye799;73;H;E;E
uye800;36;E;E;H
uye801;15;H;H;E
uye802;67;E;E;E
uye803;13;H;H;H
uye804;20;H;H;E
uye805;39;H;E;E
uye806;36;H;H;H
uye807;87;E;H;E
uye808;61;H;H;H
uye809;17;H;E;E
uye810;12;E;E;E
uye811;69;E;E;H
uye812;90;H;H;E
uye813;72;H;E;E
uye814;9;H;E;E
uye815;46;E;H;H
uye816;46;E;E;H
uye817;73;H;H;H
uye818;55;H;E;H
uye819;70;H;E;H
uye820;83;H;H;E
uye821;38;E;H;E
uye822;29;E;E;E
uye823;93;E;E;H
uye824;24;E;H;H
uye825;15;H;H;E
uye826;20;H;H;H
uye827;11;E;E;E
uye828;67;E;E;H
uye829;34;E;H;H
uye830;94;E;H;E
uye831;46;E;E;E
uye832;77;H;H;H
uye833;16;E;E;H
uye834;65;H;H;E
uye835;82;H;H;H
uye836;75;E;H;H
uye837;64;E;H;E
uye838;10;H;H;H
uye839;17;E;E;E
uye840;43;E;H;H
uye841;90;E;H;E
uye842;78;E;H;H
uye843;93;E;H;E
uye844;32;H;H;H
uye845;10;E;E;E
uye846;74;E;H;H
uye847;57;H;H;E
uye848;12;E;E;E
uye849;57;H;E;E
uye850;59;E;E;E
uye851;76;H;E;H
uye852;68;E;H;E
uye853;51;H;E;H
uye854;52;H;H;H
uye855;15;H;H;E
uye856;48;E;H;H
uye857;73;E;E;E
uye858;35;H;E;E
uye859;33;E;E;E
uye860;24;H;E;E
uye861;93;H;H;E
uye862;56;E;E;E
uye863;44;E;H;E
uye864;11;E;E;H
uye865;16;E;E;H
uye866;25;E;H;E
uye867;84;E;E;H
uye868;64;H;H;E
uye869;38;H;E;H
uye870;66;E;E;E
uye871;12;H;E;E
uye872;44;H;E;E
uye873;30;E;E;E
uye874;77;E;H;E
uye875;70;E;H;H
uye876;87;E;H;H
uye877;62;H;H;E
uye878;90;H;E;E
uye879;39;E;E;H
uye880;69;E;E;H
uye881;20;E;E;H
uye882;93;E;H;E
uye883;10;E;H;H
uye884;38;H;E;H
uye885;10;E;H;H
uye886;34;H;E;H
uye887;39;H;H;E
uye888;87;E;E;H
uye889;35;E;E;H
uye890;37;E;H;E
uye891;23;E;H;E
uye892;31;H;E;H
uye893;36;H;H;H
uye894;61;H;E;E
uye895;47;H;H;H
uye896;52;H;E;E
uye897;13;H;E;H
uye898;14;H;E;H
uye899;61;E;H;H
uye900;45;H;E;E
uye901;74;E;H;E
uye902;18;H;E;E
uye903;20;E;H;H
uye904;64;H;H;H
uye905;57;H;E;E
uye906;41;E;E;E
uye907;66;H;H;H
uye908;51;E;E;E
uye909;71;E;E;H
uye910;31;E;E;E
uye911;65;E;E;E
uye912;29;E;E;E
uye913;81;H;H;E
uye914;81;H;H;E
uye915;21;H;H;E
uye916;91;H;E;H
uye917;27;E;E;E
uye918;65;E;E;H
uye919;83;H;E;H
uye920;20;E;H;H
uye921;90;E;E;E
uye922;89;E;E;E
uye923;68;H;H;H
uye924;61;E;H;H
uye925;70;E;H;H
uye926;69;H;H;E
uye927;28;H;E;E
uye928;69;H;E;E
uye929;32;E;H;E
uye930;20;E;E;E
uye931;67;H;H;H
uye932;65;E;H;E
uye933;14;H;E;E
uye934;84;H;H;H
uye935;80;H;H;H
uye936;71;H;H;E
uye937;55;E;E;H
uye938;82;H;E;H
uye939;78;H;H;E
uye940;82;H;E;E
uye941;83;E;E;H
uye942;92;E;E;H
uye943;69;E;E;E
uye944;67;H;H;E
uye945;43;H;H;H
uye946;57;H;E;E
uye947;29;H;E;E
uye948;10;E;E;E
uye949;86;H;E;H
uye950;83;H;H;E
uye951;19;H;H;H
uye952;85;E;H;E
uye953;93;H;E;H
uye954;27;E;E;H
uye955;31;E;E;H
uye956;16;H;H;E
uye957;95;H;E;H
uye958;34;H;H;E
uye959;79;E;E;H
uye960;81;H;H;H
uye961;16;H;E;H
uye962;71;E;E;H
uye963;62;H;H;H
uye964;75;H;E;H
uye965;69;E;E;H
uye966;88;H;E;E
uye967;33;E;H;H
uye968;31;E;H;E
uye969;82;H;H;E
uye970;61;H;E;H
uye971;45;H;E;H
uye972;78;E;H;E
uye973;35;E;H;H
uye974;12;H;E;H
uye975;56;E;H;E
uye976;12;E;E;H
uye977;52;H;E;E
uye978;12;E;E;E
uye979;95;E;E;H
uye980;37;E;H;E
uye981;12;H;H;E
uye982;53;H;E;E
uye983;90;E;H;E
uye984;73;H;E;E
uye985;74;E;E;E
uye986;14;E;H;H
uye987;57;E;H;E
uye988;35;E;E;H
uye989;24;E;H;E
uye990;49;H;H;H
uye991;90;E;H;H
uye992;71;H;H;E
uye993;24;E;H;H
uye994;20;H;H;E
uye995;15;E;H;H
uye996;8;H;E;H
uye997;90;E;H;E
uye998;37;E;H;H
uye999;63;E;E;H
uye1000;72;H;H;E
uye1001;81;E;E;E
uye1002;91;E;E;E
uye1003;54;H;H;E
uye1004;92;E;E;H
uye1005;79;H;E;H
uye1006;20;E;H;E
uye1007;63;H;H;E
uye1008;42;E;E;E
uye1009;52;H;E;E
uye1010;83;E;H;H
uye1011;24;E;H;E
uye1012;39;E;H;H
uye1013;62;H;H;H
uye1014;83;H;E;H
uye1015;8;E;H;E
uye1016;51;E;H;E
uye1017;29;E;E;H
uye1018;40;E;E;E
uye1019;93;H;E;E
uye1020;75;E;E;E
uye1021;25;E;E;E
uye1022;80;H;E;E
uye1023;69;E;E;H
uye1024;75;H;H;E
uye1025;39;E;H;E
uye1026;40;H;E;H
uye1027;77;E;E;E
uye1028;88;H;E;E
uye1029;68;H;H;E
uye1030;25;H;H;H
uye1031;64;E;H;H
uye1032;95;H;E;H
uye1033;60;H;H;H
uye1034;40;H;H;H
uye1035;22;E;E;H
uye1036;32;H;E;E
uye1037;9;E;E;H
uye1038;70;E;E;E
uye1039;65;E;E;H
uye1040;33;H;E;E
uye1041;72;E;E;H
uye1042;83;E;H;H
uye1043;80;E;H;H
uye1044;14;H;E;E
uye1045;66;E;E;H
uye1046;26;H;H;E
uye1047;58;E;H;H
uye1048;39;H;E;E
uye1049;40;H;E;E
uye1050;21;E;E;H
uye1051;17;H;H;H
uye1052;50;H;H;E
uye1053;62;H;H;E
uye1054;9;H;E;H
uye1055;73;E;H;H
uye1056;49;E;H;H
uye1057;16;E;H;E
uye1058;20;H;E;E
uye1059;93;H;E;H
uye1060;11;H;E;H
uye1061;19;E;H;E
uye1062;93;H;E;H
uye1063;28;E;E;H
uye1064;17;E;E;H
uye1065;69;H;E;H
uye1066;30;H;E;E
uye1067;17;E;E;E
uye1068;45;E;E;H
uye1069;14;H;E;E
uye1070;26;H;H;H
uye1071;19;H;H;H
uye1072;61;E;E;H
uye1073;92;H;H;H
uye1074;42;E;H;H
uye1075;67;E;E;H
uye1076;82;H;E;E
uye1077;62;H;E;E
uye1078;14;H;E;H
uye1079;40;E;H;E
uye1080;91;E;E;H
uye1081;75;E;E;H
uye1082;76;H;H;H
uye1083;88;H;E;H
uye1084;31;H;E;E
uye1085;12;H;E;H
uye1086;10;E;H;E
uye1087;93;H;H;E
uye1088;29;E;H;E
uye1089;49;E;E;E
uye1090;46;H;E;H
uye1091;32;H;E;E
uye1092;48;H;E;H
uye1093;18;H;E;E
uye1094;89;H;H;H
uye1095;31;E;E;H
uye1096;48;E;H;E
uye1097;51;H;E;H
uye1098;35;E;H;E
uye1099;76;H;H;H
uye1100;72;E;E;E
uye1101;34;E;E;H
uye1102;20;H;E;E
uye1103;31;E;H;E
uye1104;51;H;E;E
uye1105;45;E;E;H
uye1106;13;H;E;E
uye1107;18;E;E;E
uye1108;85;E;H;E
uye1109;75;E;E;H
uye1110;26;H;H;H
uye1111;66;H;E;E
uye1112;70;H;H;E
uye1113;26;H;H;E
uye1114;69;E;H;H
uye1115;43;E;E;H
uye1116;74;H;H;E
uye1117;53;E;H;H
uye1118;14;E;H;E
uye1119;85;E;E;E
uye1120;66;H;E;H
uye1121;41;E;E;E
uye1122;93;E;E;H
uye1123;24;E;H;E
uye1124;85;H;E;H
uye1125;51;H;H;E
uye1126;39;H;E;H
uye1127;33;H;E;H
uye1128;15;H;H;E
uye1129;85;H;H;E
uye1130;24;E;H;E
uye1131;93;H;E;H
uye1132;65;H;E;H
uye1133;45;H;H;E
uye1134;86;H;H;H
uye1135;84;E;H;E
uye1136;13;E;E;E
uye1137;55;E;H;H
uye1138;63;H;H;H
uye1139;73;E;E;H
uye1140;79;E;H;E
uye1141;95;H;E;H
uye1142;22;E;E;H
uye1143;46;H;E;H
uye1144;24;E;E;H
uye1145;39;E;H;H
uye1146;26;H;E;E
uye1147;28;H;H;E
uye1148;29;H;E;H
uye1149;59;H;E;H
uye1150;19;H;H;H
uye1151;43;E;E;E
uye1152;35;E;H;H
uye1153;83;H;H;H
